id_phim,tenphim,trangthai,daodien,thoiluong,phude,namsx,quocgia,theloai,dophangiai
334,Gió Thổi Bán Hạ (Dã Man Sinh Trưởng),Hoàn thành,"Fu Dong Yu, Mao Wei",46 phút/tập,Thuyết Minh,2022,Trung Quốc,"Tâm Lý, Gia Đình",HD
335,Vô Chủ Chi Thành,Hoàn thành,Zhao Tian Yu,42M1S,Vietsub,2019,Trung Quốc,"Phiêu Lưu, Kinh Dị, Bí ẩn",HD
336,Gia Sư Đa Tình,Hoàn thành,Ryan Evangelista,1 giờ 30phút,VietSub,2024,Philippines,"Tâm Lý, Phim 18+",HD
337,Phong Tỏa,Hoàn thành,Ryan C Jaeger,1 giờ 30phút,VietSub,2024,Âu Mỹ,"Tâm Lý, Hành Động",HD
338,Khi Bầy Sói Xuất Hiện,Hoàn thành,Adam MacDonald,1 giờ 30phút,VietSub,2024,Canada,"Tâm Lý, Phiêu Lưu, Hành Động",HD
339,Bạn Gái Yêu Quái của Tôi,Hoàn thành,Miki Takahiro,35 phút/tập,VietSub,2024,Nhật Bản,"Tình Cảm, Chính kịch, Tâm Lý, Phiêu Lưu, Hành Động, Viễn Tưởng",HD
340,Trai Bao Ống Nước,Hoàn thành,Topel Lee,118 phút,Vietsub,2022,Philippines,"Chính kịch, Phim 18+",HD
341,Mất Tích 3,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2006,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD
342,Mất Tích 4,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2008,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD
343,Pamali: Làng Tử Thi,Hoàn thành,Bobby Prasetyo,97 phút,Vietsub,2023,Indonesia,"Kinh Dị, Bí ẩn",HD
344,Thiên Thần Hủy Diệt 2,Hoàn thành,Tony Lou Chun-Ku,93 phút,Vietsub,1992,Hồng Kông,"Chính kịch, Hành Động",HD
345,Bạn Cùng Phòng,Hoàn thành,Isao Yukisada,118 phút,Vietsub,2010,Nhật Bản,Chính kịch,HD
346,Thỏa Thuận Với Quỷ Dữ,Hoàn thành,Lee Won-tae,116 phút,Vietsub,2023,Hàn Quốc,"Chính kịch, Hình Sự",HD
347,Maksym Osa: Vàng Của Người Sói,Hoàn thành,Myroslav Latyk,100 phút,Vietsub,2022,Nga,Bí ẩn,HD
348,Asterix Và Obelix: Vương Quốc Trung Cổ,Hoàn thành,Guillaume Canet,112 phút,Vietsub,2023,Pháp,"Hài Hước, Phiêu Lưu, Gia Đình",HD
350,Nữ Chiến Binh,Hoàn thành,Dallas King,95 phút,Vietsub,2019,Âu Mỹ,"Chính kịch, Hành Động, Hình Sự",HD
351,Mộc Phủ Phong Vân,Hoàn thành,Vu Vinh Quang,42 Phút/Tập,VietSub,2012,Trung Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Cổ Trang",HD
352,Người Vợ Thân Quen (Bản Thái),Hoàn thành,Liaw Kittikorn Liawsirikun,60 phút/tập,Thuyết Minh,2024,Thái Lan,"Tình Cảm, Chính kịch, Tâm Lý",HD
353,Gia Sư,Hoàn thành,Jordan Ross,92 phút,Vietsub,2023,Âu Mỹ,Bí ẩn,HD
355,Nữ Sinh Ngoan Hiền,Hoàn thành,Artemio Abad,52 phút,Vietsub,2024,Philippines,Phim 18+,HD
356,Anita: Nữ thần Thụy Điển,Hoàn thành,Torgny Wickman,95 phút,Vietsub,1973,Pháp,Phim 18+,HD
357,Mất Tích 6,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2010,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD
358,Mất Tích 5,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2009,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD
359,Giếng Quỷ,Hoàn thành,Federico Zampaglione,91 phút,Vietsub,2024,Ý,Phiêu Lưu,HD
361,Nữ Sát Nhân,Hoàn thành,Lucky McKee,102 phút,Vietsub,2011,Âu Mỹ,"Chính kịch, Kinh Dị",HD
362,Mười Sáu Ngọn Nến,Hoàn thành,John Hughes,93 phút,Vietsub,1984,Âu Mỹ,"Tình Cảm, Hài Hước",HD
364,Chiến Thần Tam Giới,Hoàn thành,Nag Ashwin,176 phút,Vietsub,2024,Ấn Độ,"Chính kịch, Hành Động, Viễn Tưởng",HD
365,Nhà Nghỉ Bates 4,Hoàn thành,Tucker Gates,45 Phút/Tập,Vietsub,2016,Âu Mỹ,"Chính kịch, Kinh Dị, Bí ẩn",HD
366,Biệt Đội Săn Mồi,Hoàn thành,M. J. Bassett,106 phút,Vietsub,2020,Âu Mỹ,"Phiêu Lưu, Hành Động",HD
367,Bùa Hình Nhân,Hoàn thành,Phontharis Chotkijsadarsopon,107 phút,Vietsub,2023,Thái Lan,Kinh Dị,HD
369,Chuyện Rùng Rợn Ở Amityville,Hoàn thành,Andrew Douglas,90 Phút,Vietsub,2005,Âu Mỹ,Kinh Dị,HD
370,Trận Chiến Cảng Arthur,Hoàn thành,Toshio Masuda,185 Phút,Vietsub,1980,Nhật Bản,"Chính kịch, Chiến Tranh",HD
372,Thiết Huyết Nam Nhi,Hoàn thành,Trang Vĩ Kiện,45 phút/tập,Vietsub,1991,Hồng Kông,"Hành Động, Hình Sự",HD
373,Mission of the Warriors,Hoàn thành,"Mộng Kế, Vương Dĩ",45 phút/tập,Vietsub,2001,Trung Quốc,"Cổ Trang, Võ Thuật",HD
374,Bắc Đẩu Song Hùng,Hoàn thành,Lý Đình Luân,45 phút/tập,Vietsub,1983,Hồng Kông,"Tình Cảm, Tâm Lý",HD
376,Dovbush,Hoàn thành,Oles Sanin,2h 3m,Vietsub,2023,Ukraina,Chính kịch,HD
377,Nhục Cảm,Hoàn thành,Pedro Almodóvar,1h 40m,Vietsub,1997,Tây Ban Nha,Tình Cảm,HD
378,Dọc Đường Gió Bụi,Hoàn thành,James Mangold,136 phút,Vietsub,2005,Âu Mỹ,"Chính kịch, Âm Nhạc",HD
379,Anh Giai Nằm Vùng,Hoàn thành,Malcolm D. Lee,86 phút,Vietsub,2002,Âu Mỹ,"Hài Hước, Hành Động",HD
380,Ký Ức Tuổi Thơ,Hoàn thành,Nick Cheuk,95 phút,Vietsub,2023,Hồng Kông,Chính kịch,HD
381,Dersu Uzala,Hoàn thành,Akira Kurosawa,2h 22m,Vietsub,1975,Âu Mỹ,"Chính kịch, Phiêu Lưu",HD
382,John Adams,Hoàn thành,Tom Hooper,60 phút/tập,Vietsub,2008,Âu Mỹ,Chính kịch,HD
383,Gặp Em Ở Manhattan,Hoàn thành,Lý Cự Nguyên,103 phút,Thuyết Minh,2017,Trung Quốc,Tâm Lý,HD
384,Cớm Bẩn,Hoàn thành,Chris Fisher,97 phút,Vietsub,2006,Âu Mỹ,"Chính kịch, Hình Sự",HD
385,Giáng Sinh Của Carol,Hoàn thành,Michael M. Scott,84 phút,Vietsub,2012,Canada,"Tâm Lý, Gia Đình",HD
386,Yêu Nữ Rắn Đen,Hoàn thành,Joe D'Amato,97 Phút,Vietsub,1976,Ý,"Chính kịch, Kinh Dị",HD
387,The Wasted Times,Hoàn thành,Cheng Er,2h 3m,Vietsub,2016,Trung Quốc,"Chính kịch, Hình Sự",HD
388,Good Grief,Hoàn thành,Daniel Levy,1g 40phút,Vietsub,2024,Âu Mỹ,Chính kịch,HD
389,Trở lại điểm xuất phát,Hoàn thành,Josh Berman,1g 43phút,Vietsub,2023,Âu Mỹ,"Tài Liệu, Thể Thao",HD
391,Khu Rừng Tuổi Thơ,Hoàn thành,Yim Soon-rye,99 phút,Thuyết Minh,2018,Hàn Quốc,"Tâm Lý, Gia Đình",HD
392,Cặp Đôi Hoàn Hảo 1,Hoàn thành,Susanne Bier,45 Phút/Tập,Vietsub,2024,Âu Mỹ,"Chính kịch, Hình Sự",HD
394,Dhevaprom: Poncheewan,Hoàn thành,King Somching Srisupap,45 phút/tập,VietSub,2024,Thái Lan,"Tình Cảm, Chính kịch, Tâm Lý",HD
395,Vương Hậu Margot,Hoàn thành,Patrice Chéreau,138 phút,Vietsub,1994,Pháp,Chính kịch,HD
396,Ác Quỷ Sàn Catwalk,Hoàn thành,Nicolas Winding Refn,106 phút,Vietsub,2016,Âu Mỹ,Tâm Lý,HD
397,Dìdi,Hoàn thành,Sean Wang,94 phút,Vietsub,2024,Âu Mỹ,"Hài Hước, Chính kịch",HD
398,Chú Chó Đeo Giày Marcel,Hoàn thành,Dean Fleischer-Camp,90 Phút,Vietsub,2022,Âu Mỹ,"Hài Hước, Chính kịch, Phiêu Lưu, Gia Đình",HD
400,Mẹ Tôi Là Rocker,Hoàn thành,Jonathan Demme,100 phút,Vietsub,2015,Âu Mỹ,"Hài Hước, Chính kịch, Âm Nhạc",HD
403,Nghi Phạm Số 0,Hoàn thành,E. Elias Merhige,99 phút,Vietsub,2004,Âu Mỹ,Hình Sự,HD
405,Nữ Hiệp Xuất Sắc,Đang chiếu,杨泰,15 phút/tập,Vietsub,2024,Trung Quốc,"Chính kịch, Tình Cảm, Tâm Lý, Cổ Trang",HD
406,Ác Linh Trong Xác Mẹ,Hoàn thành,Hadrah Daeng Ratu,96 Phút,Vietsub,2024,Indonesia,"Kinh Dị, Chính kịch",HD
408,Di Tản An Toàn Từ Thế Kỷ 21,Hoàn thành,Li Yang,98 Phút,Vietsub,2024,Trung Quốc,"Hài Hước, Viễn Tưởng",HD
409,Cô Nương Ham Tiền,Hoàn thành,Li Tian,45 phút/tập,VietSub,2024,Trung Quốc,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý, Cổ Trang",HD
410,Đả Nữ Báo Thù,Hoàn thành,오승욱,114Phút,Vietsub,2024,Hàn Quốc,Hình Sự,CAM
411,Cuồng Phong,Hoàn thành,Từ Kỷ Châu,46 phút/tập,Vietsub,2023,Trung Quốc,"Hành Động, Tâm Lý, Hình Sự, Phiêu Lưu",FHD
412,Tứ Phương Quán,Hoàn thành,Zhao Qi Chen,45 phút/tập,Thuyết Minh,2024,Trung Quốc,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý, Cổ Trang",HD
413,Ngũ Hiệp Khách Hoang Dã,Hoàn thành,Wei Zhi,1 giờ 30phút,VietSub,2024,Trung Quốc,"Hài Hước, Tâm Lý, Viễn Tưởng",HD
414,Trò Chơi Sinh Tử,Hoàn thành,Guo Shuang,1 giờ 30phút,VietSub,2024,Trung Quốc,"Phiêu Lưu, Hành Động, Cổ Trang, Võ Thuật",HD
415,Vén Màn Tội Ác,Hoàn thành,Kim Sung Yong,60 phút/tập,Thuyết Minh,2021,Hàn Quốc,"Hành Động, Tâm Lý, Hình Sự, Phiêu Lưu",HD
416,Liễu Chu Ký (Kiều Tàng),Hoàn thành,"Lưu Quốc Nam, Tùng Hiểu",45 phút/tập,Thuyết Minh,2024,Trung Quốc,"Tình Cảm, Chính kịch, Cổ Trang",HD
417,Cần Sự Lãng Mạn,Hoàn thành,"Jung-hyo Lee, Zhang Rong You",46M14S,Vietsub,2012,Hàn Quốc,"Tình Cảm, Gia Đình",HD
418,Vua Học Đường,Hoàn thành,Yoo Je Won,65 phút/tập,Thuyết Minh,2014,Hàn Quốc,"Tình Cảm, Tâm Lý, Gia Đình, Học Đường",HD
420,Ngày Nắng Đẹp,Hoàn thành,Quan He Can,1H1M46S,Vietsub,2014,Hàn Quốc,"Tình Cảm, Tâm Lý",HD
421,Long Châu Truyền Kỳ,Hoàn thành,"Chu Thiểu Kiệt, Chu Viễn Chu",35 phút/tập,Thuyết Minh,2017,Trung Quốc,"Cổ Trang, Võ Thuật",HD
422,Cuộc Đời Thứ Hai,Hoàn thành,Huo Sui Qiang,1 giờ 30phút,VietSub,2024,Trung Quốc,"Tâm Lý, Phiêu Lưu, Hành Động, Bí ẩn, Hình Sự, Võ Thuật",HD
423,Phù Thủy Tình Yêu,Hoàn thành,Li Zheng Xiao,1H1M24S,Thuyết minh,2014,Hàn Quốc,Tình Cảm,HD
424,Bộ Bộ Kinh Tâm,Hoàn thành,Lý Quốc Lập,49 phút/tập,Vietsub,2015,Trung Quốc,Cổ Trang,HD
425,Phẩm Chất Quý Ông,Hoàn thành,Woo-chul Shin,1H5M40S,Vietsub,2012,Hàn Quốc,"Tình Cảm, Tâm Lý, Hài Hước, Chính kịch",HD
426,Hôn Nhân Không Hẹn Hò,Hoàn thành,Hyun-Wook Song,1H5M15S,Vietsub,2014,Hàn Quốc,Tình Cảm,HD
427,Kẻ Sát Nhân: Đứa Trẻ Có Thể Chết,Hoàn thành,Choi Jae-hoon,95 Phút,Vietsub,2022,Hàn Quốc,"Hành Động, Hình Sự, Bí ẩn",HD
428,Cho Đến Khi Tôi Phá Hủy Gia Đình Của Chồng,Đang chiếu,"Muroi Takehito, Yoshida Taizo, Ueda Jin",49 phút/tập,Vietsub,2024,Nhật Bản,"Chính kịch, Tình Cảm, Tâm Lý, Gia Đình",HD
429,Hoàng Hậu Woo,Hoàn thành,Jung Se Kyo,45 phút/ tập,Vietsub,2024,Hàn Quốc,"Cổ Trang, Tình Cảm, Chính kịch, Tâm Lý",HD
430,Phàm Nhân Ca,Đang chiếu,Jian Chuan He,45 phút/tập,VietSub,2024,Trung Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD
431,Khi Ngón Tay Anh Chạm Vào Hơi Ấm Của Em,Hoàn thành,Yang Kyung Hee,60 phút/tập,VietSub,2024,Hàn Quốc,"Tình Cảm, Tâm Lý, Gia Đình, Học Đường",HD
432,Kết Hôn Rồi Bắt Đầu Yêu,Hoàn thành,"Xu Chi, Xu Chi Dao Yan",41M2S,Thuyết Minh,2020,Trung Quốc,"Tình Cảm, Tâm Lý",HD
433,Ông Bố Đối Đầu,Hoàn thành,표민수,66 phút/tập,Thuyết Minh,2024,Hàn Quốc,Hình Sự,HD
434,Mặt Trời Của Chàng Joo,Hoàn thành,Jin Hyeok,30 phút,VietSub,2013,Hàn Quốc,"Hài Hước, Tâm Lý, Kinh Dị",HD
435,Chuyện Tình Trớ Trêu,Hoàn thành,Topel Lee,101 Phút,Vietsub,2023,Philippines,Chính kịch,HD
436,Đổi Thay,Hoàn thành,Jung Bum Shik,1 giờ 30phút,VietSub,2023,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD
437,Những Người Thừa Kế,Hoàn thành,"Kang Shin Hyo, Boo Sung Chul",60 phút/tập,VietSub,2013,Hàn Quốc,"Hài Hước, Tâm Lý, Tình Cảm, Chính kịch, Gia Đình",HD
438,Chạy Đâu Cho Thoát,Hoàn thành,Liu Ren Zhi,59 phút/tập,Vietsub,2014,Hàn Quốc,"Tình Cảm, Tâm Lý",HD
439,Chạy Đâu Cho Thoát,Hoàn thành,Liu Sheng Wan,2H3M50S,Vietsub,2015,Hàn Quốc,"Hành Động, Hài Hước, Hình Sự",HD
440,Yêu Từng Centimet,Hoàn thành,Phan Việt,45 phút/tập,Thuyết Minh,2020,Trung Quốc,"Tình Cảm, Tâm Lý",HD
441,Chỉ Có Thể Là Yêu,Hoàn thành,Kyu-tae Kim,58M45S,Vietsub,2014,Hàn Quốc,Tình Cảm,HD
442,Cô Nàng Đẹp Trai,Hoàn thành,Hong Sung Chang,60 phút/tập,Vietsub,2009,Hàn Quốc,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý",HD
443,Lương Tâm Kẻ Bắt Cóc (Ngày Bắt Cóc),Hoàn thành,Park Yoo Young,45 phút/ tập,VietSub,2023,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Bí ẩn, Hình Sự",HD
444,Gia Tài Của Ngoại,Hoàn thành,Pat Boonnitipat,127 phút,VietSub,2024,Thái Lan,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD
445,Sĩ Quan Đai Đen,Hoàn thành,Jason Kim,1 giờ 30phút,Thuyết Minh,2024,Hàn Quốc,"Tình Cảm, Hài Hước, Tâm Lý, Phiêu Lưu, Hành Động",HD
446,Vũ Thành,Hoàn thành,Tunku Mona Riza,1 giờ 30phút,VietSub,2023,Malaysia,"Chính kịch, Tâm Lý, Gia Đình",HD
448,Quỷ Dữ Quyến Rũ,Hoàn thành,R.J. Daniel Hanna,1 giờ 30phút,VietSub,2024,Âu Mỹ,"Kinh Dị, Tâm Lý, Bí ẩn",HD
449,Bạn Tình,Hoàn thành,Sidney Zaid Pascua,1 giờ 30phút,VietSub,2024,Philippines,Phim 18+,HD
450,Sàn Diễn Tình Yêu,Hoàn thành,Law Fajardo,1 giờ 30phút,VietSub,2024,Philippines,Phim 18+,HD
452,Đấu Trường Sinh Tử,Hoàn thành,Ryan C. Jaeger,1 giờ 30 phút,VietSub,2024,Âu Mỹ,"Tâm Lý, Phiêu Lưu, Hành Động",HD
453,Xấu Xí,Hoàn thành,McG,100phút,VietSub,2024,Âu Mỹ,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý, Viễn Tưởng, Khoa Học",HD
454,Chàng Nữ Phi Công,Hoàn thành,Kim Han Gyul,111 Phút,VietSub,2024,Hàn Quốc,"Hài Hước, Tình Cảm, Tâm Lý, Phiêu Lưu",HD
455,Dự Án Mật: Thảm Họa Trên Cầu,Hoàn thành,Taegon Kim,1 giờ 30 phút,Thuyết Minh,2024,Hàn Quốc,"Kinh Dị, Tâm Lý, Phiêu Lưu, Bí ẩn",HD
456,Nữ Hoàng Nước Mắt,Hoàn thành,"Jang Young Woo, Kim Hee Won",45 phút/tập,Thuyết Minh,2024,Hàn Quốc,"Tình Cảm, Hài Hước, Tâm Lý, Gia Đình",HD
457,Avatar 2: Dòng Chảy Của Nước,Hoàn thành,James Cameron,120 phút,Vietsub,2022,Âu Mỹ,"Hành Động, Phiêu Lưu",FHD
458,Khu Vườn Hoàng Kim,Hoàn thành,Lee Dae Young,34 phút/tập,Lồng Tiếng,2019,Hàn Quốc,Tình Cảm,HD
459,Người Chưa Từng Sai,Hoàn thành,Boonyathorn Kitiphattakon,45 phút/tập,Thuyết Minh,2024,Thái Lan,"Tình Cảm, Tâm Lý",HD
460,Tình Yêu Trở Về Mái Ấm,Đang chiếu,Kim Da Ye,70 phút/tập,VietSub,2024,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD
461,Người Chết Trở Về,Hoàn thành,Ha Joon Won,1 giờ 30 phút,VietSub,2024,Hàn Quốc,"Kinh Dị, Tâm Lý, Phiêu Lưu, Bí ẩn, Hình Sự",HD
462,Niên Sử Ký Arthdal: Thanh Gươm Của Aramun,Hoàn thành,Kim Kwang Shik,45 phút/ tập,VietSub,2023,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Hành Động, Cổ Trang",HD
463,Doona!,Hoàn thành,Lee Jeong Hyo,60 phút/ tập,VietSub,2023,Hàn Quốc,"Tình Cảm, Tâm Lý",HD
464,Trung học trong trắng,Hoàn thành,"Yuka Yasukawa, Ryō Ōta",52 phút/tập,Vietsub,2024,Nhật Bản,Chính kịch,HD
465,Anh Trai Vượt Mọi Tam Tai,Hoàn thành,Kim Jae Hoon,1 giờ 30phút,VietSub,2024,Hàn Quốc,"Tình Cảm, Hài Hước, Tâm Lý, Phiêu Lưu, Hành Động",HD
466,Thiên Thần Nhân Gian,Hoàn thành,Jon Gunn,118 Phút,Vietsub,2024,Âu Mỹ,Chính kịch,HD
467,Tay đấm Ba Lan,Hoàn thành,Mitja Okorn,150 Phút,Vietsub,2024,Ba lan,Chính kịch,HD
468,Bí mật giới thể thao: Hope Solo vs. Liên đoàn bóng đá Mỹ,Hoàn thành,Nina Meredith,73 Phút,Vietsub,2024,Âu Mỹ,Tài Liệu,HD
469,Apollo 13: Sống sót,Hoàn thành,Pete Middleton,98 Phút,Vietsub,2024,Anh,Tài Liệu,HD
470,Missing,Hoàn thành,Keisuke Yoshida,1 giờ 30phút,VietSub,2024,Nhật Bản,"Tình Cảm, Chính kịch, Tâm Lý",HD
471,Lão Già Gân,Hoàn thành,"Jonathan E Steinberg, Robert Levine",60 phút/tập,Vietsub,2022,Âu Mỹ,"Hành Động, Hình Sự",HD
472,Tạm Biệt Lũ Ngốc,Hoàn thành,Albert Dupontel,87 Phút,Vietsub,2020,Pháp,"Hài Hước, Chính kịch",HD
473,Vũ Nữ Thoát Y,Hoàn thành,Lorene Scafaria,110 Phút,Vietsub,2019,Âu Mỹ,"Hài Hước, Chính kịch, Hình Sự",HD
474,Sát Thủ Mozu,Hoàn thành,羽住英一郎,116 Phút,Vietsub,2015,Nhật Bản,Hình Sự,HD
475,Dịch Vụ Ca Đêm,Hoàn thành,Ron Howard,106 phút,Vietsub,1982,Âu Mỹ,Hài Hước,HD
476,Henri,Hoàn thành,Octavian O.,89 phút,Vietsub,2017,Âu Mỹ,"Chính kịch, Hành Động",HD
477,Nửa Đêm Tại Pera Palace,Hoàn thành,Elif Usman,45 phút/tập,Vietsub,2022,Thổ Nhĩ Kỳ,"Chính kịch, Bí ẩn, Hình Sự",HD
478,Nửa Đêm Tại Pera Palace 2,Hoàn thành,Elif Usman,45 Phút / Tập,Vietsub,2024,Thổ Nhĩ Kỳ,"Chính kịch, Bí ẩn, Hình Sự",HD
479,Bí Mật Giới Thể Thao: Vụ Sát Hại Air McNair,Hoàn thành,"Taylor Alexander Ward, Rodney Lucas",58 phút,Vietsub,2024,Âu Mỹ,"Hình Sự, Tài Liệu",HD
480,Tây Thi Tân Truyện,Hoàn thành,Dai Yilin,105 phút,Vietsub,2024,Trung Quốc,"Tình Cảm, Bí ẩn",HD
481,Tham Vọng Hôn Nhân,Hoàn thành,Kim Jung Min,60 phút/tập,VietSub,2022,Hàn Quốc,"Chính kịch, Tình Cảm, Tâm Lý, Phiêu Lưu, Gia Đình",HD
482,Phẩm Chất Quý Cô,Hoàn thành,"Jun Ji-hyun, Kwon Young-il",70 phút / tập,Thuyết Minh,2019,Hàn Quốc,"Tình Cảm, Tâm Lý",HD
483,Trường An Bí Văn Lục: Nhiếp Ẩn Nương,Hoàn thành,Vương Dĩnh,85 phút,Vietsub,2024,Trung Quốc,"Hành Động, Cổ Trang",HD
484,Chó Săn Chiến Tranh,Hoàn thành,Isaac Florentine,94 phút,Vietsub,2024,Âu Mỹ,"Hành Động, Hình Sự",HD
485,Kẻ Mù,Sắp chiếu,Andrew Hyatt,110 Phút,Vietsub,2023,Âu Mỹ,Chính kịch,HD
486,Vũ Thành,Hoàn thành,Tunku Mona Riza,115 Phút,Vietsub,2023,Malaysia,Chính kịch,HD
487,Vũ Nữ Thoát Y,Hoàn thành,Albert Langitan,90 Phút,Vietsub,2023,Philippines,"Chính kịch, Phim 18+",HD
488,Đại Hiệp Hoắc Nguyên Giáp,Hoàn thành,"Bo Shan, Fang Liu",45M36S,Vietsub,2020,Trung Quốc,Võ Thuật,HD
489,Wentworth,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2013,Úc,"Chính kịch, Hình Sự",HD
490,Wentworth 2,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2014,Úc,"Chính kịch, Hình Sự",HD
491,Wentworth 3,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2015,Úc,"Chính kịch, Hình Sự",HD
492,Wentworth 4,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2016,Úc,"Chính kịch, Hình Sự",HD
494,Trang Trại Vô Lo,Hoàn thành,Bartosz Prokopowicz,111 phút,Vietsub,2024,Ba lan,"Tình Cảm, Hài Hước",HD
495,Gia Đình Hoàn Hảo,Hoàn thành,Yukisada Isao,70 phút/tập,VietSub,2024,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Phiêu Lưu, Gia Đình",HD
496,Thiếu Gia Giả Nghèo 2,Hoàn thành,Bruno Garotti,89 phút,Vietsub,2023,Brazil,"Tình Cảm, Hài Hước",HD
497,Tình Yêu Đã Lãng Quên,Hoàn thành,Michał Gazda,140 phút,Vietsub,2023,Ba lan,"Tình Cảm, Chính kịch",HD
498,Tân Olympus,Hoàn thành,Ferzan Özpetek,112 phút,Vietsub,2023,Ý,"Tình Cảm, Chính kịch",HD
499,Tải Trọng Tối Đa,Hoàn thành,Tomás Portella,100 phút,Vietsub,2023,Brazil,"Chính kịch, Hành Động",HD
500,Thương Lan Quyết,Hoàn thành,Yi Zheng,40 phút/tập,VietSub,2022,Trung Quốc,"Tình Cảm, Cổ Trang",HD
501,Nàng Công Chúa Ở Thung Lũng Gió,Hoàn thành,宮崎駿,117 phút,Vietsub,1984,Nhật Bản,"Phiêu Lưu, Viễn Tưởng",HD
502,Ngọn Đồi Hoa Hồng Anh,Hoàn thành,宮崎吾朗,91 phút,Vietsub,2011,Nhật Bản,Chính kịch,HD
503,Ellie Si Tình,Sắp chiếu,三木康一郎,108 phút,Vietsub,2024,Nhật Bản,"Tình Cảm, Hài Hước, Tâm Lý",HD
504,Gió Nổi,Hoàn thành,宮崎駿,126 phút,Vietsub,2013,Nhật Bản,"Tình Cảm, Chính kịch, Chiến Tranh",HD
505,Cộng Sự Hoàn Hảo,Hoàn thành,Kim Ga Ram,60 phút/ tập,VietSub,2024,Hàn Quốc,"Chính kịch, Tình Cảm, Tâm Lý",HD
506,Loài Mèo Trả Ơn,Hoàn thành,森田宏幸,75 phút,Vietsub,2002,Nhật Bản,"Chính kịch, Phiêu Lưu, Gia Đình, Viễn Tưởng",HD
507,Chỉ Còn Ngày Hôm Qua,Hoàn thành,高畑勲,119 phút,Vietsub,1991,Nhật Bản,"Tình Cảm, Chính kịch",HD
508,Dịch Vụ Giao Hàng Kiki,Hoàn thành,宮崎駿,103 phút,Vietsub,1989,Nhật Bản,"Gia Đình, Viễn Tưởng",HD
509,Cuộc Chiến Gấu Trúc,Hoàn thành,高畑勲,119 phút,Vietsub,1994,Nhật Bản,"Phiêu Lưu, Viễn Tưởng",HD
510,Cô Bé Người Cá Ponyo,Hoàn thành,宮崎駿,100 phút,Vietsub,2008,Nhật Bản,"Gia Đình, Viễn Tưởng",HD
511,Rodeo Rock,Hoàn thành,Marcelo Antunez,109 phút,Vietsub,2023,Brazil,"Tình Cảm, Hài Hước, Âm Nhạc",HD
512,Phòng khám thất tình,Hoàn thành,Shirel Peleg,96 phút,Vietsub,2024,Đức,"Tình Cảm, Hài Hước, Chính kịch",HD
513,Punjab Hoang Dã,Hoàn thành,Simarpreet Singh,111 phút,Vietsub,2024,Ấn Độ,"Hài Hước, Phiêu Lưu",HD
514,Ngộ Không Đại Náo Sư Đà Lĩnh,Hoàn thành,郭玉龙,74 phút,Vietsub,2024,Trung Quốc,"Chính kịch, Hành Động, Viễn Tưởng",HD
515,Bí Ẩn Tại Hồ Bơi,Hoàn thành,Sophon Sakdaphisit,115 phút,Vietsub,2014,Thái Lan,"Chính kịch, Kinh Dị",HD
516,Vận Mệnh Hai Ta,Hoàn thành,Catherine Camarillo,133 phút,Vietsub,2024,Philippines,"Tình Cảm, Chính kịch",HD
517,Mình Yêu Nhau Đi,Hoàn thành,Prueksa Amaruji,100 phút,Vietsub,2022,Thái Lan,"Tình Cảm, Hài Hước",HD
519,Khoảng Trời Bí Mật (Khoảng Trời Của Riêng Em),Hoàn thành,Aun Kornpoj Suebchompoo,60 phút/tập,Vietsub,2024,Thái Lan,Tình Cảm,HD
520,Vùng Đất Hạnh Phúc,Hoàn thành,Choo Chang Min,124 Phút,Vietsub,2024,Hàn Quốc,"Tâm Lý, Chính kịch",HD
521,365 Ngày 2: Hôm nay,Hoàn thành,"Barbara Białowąs, Tomasz Mandes",1g 51phút,Vietsub,2022,Âu Mỹ,Chính kịch,HD
